Title,Brand,Standing.screen.display.size,Resolution,Processor.Brand,Processor.Type,Processor.Count,RAM.Size,Price,Customer.Review,Link,Times.Rated
"ASUS Vivobook 15, 15.6-inch (39.62 cms) FHD, AMD Ryzen 5 3500U, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), M515DA-BQ512WS, Transparent Silver",ASUS,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 5,4,8 GB,40440,4.1,https://www.amazon.in/ASUS-15-6-inch-Integrated-M515DA-BQ512WS-Transparent/dp/B09W9XYK47/ref=sr_1_79?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-79,1102
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.65Kg), 82H802FJIN",Lenovo,15.6 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i3,2,8 GB,39400,4.1,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82H802FJIN/dp/B09Q5QLHSQ/ref=sr_1_80?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-80,1621
"Lenovo ThinkBook 15 Intel 11th Gen Core i5 15.6"" (39.62cm) FHD 220 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/Backlit Keyboard/MS Office/Mineral Grey/1.7 Kg), 20VEA0YNIH",Lenovo,15.6 Inches,1920 x 1080 Pixels,Intel,Core i5,1,8 GB,55990,4,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Keyboard-20VEA0YNIH/dp/B0B1DJ9BDN/ref=sr_1_81?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-81,1892
"Lenovo IdeaPad Slim 1 Ryzen 3 3250U 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Cloud Grey/1.6Kg), 82R1007XIN",Lenovo,15.6 Inches,1920x1080 Pixels,AMD,Ryzen 3,2,8 GB,34999,3.6,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82R1007XIN/dp/B0B7RWWK7J/ref=sr_1_82?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-82,1391
"Lenovo IdeaPad Slim 3 11th Gen Intel Core i5 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.65Kg), 82H802KYIN",Lenovo,15.6 Inches,1920x1080 Pixels,Intel,Core i5,4,8 GB,53490,4.1,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82H802KYIN/dp/B0BB6S9FR5/ref=sr_1_83?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-83,988
"Dell New Inspiron 5418 Laptop Intel I5-11320H, 16Gb Ddr4, 512Gb Ssd, Windows 11 + Ms Office'21, 14 Inches (35.56 Cms) Fhd 250 Nits Display, Platinum Silver, Fpr + Backlit Kb (D560633Win9S), 1.46Kgs",Dell,14 Inches,NA,Intel,Core i5,1,16 GB,69890,3.7,https://www.amazon.in/Dell-Inspiron-5418-i5-11320H-D560633WIN9S/dp/B09NLR8DPQ/ref=sr_1_84?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-84,1156
"Dell 15 2021 Intel i5-1135G7, 8GB, 1TB + 256Gb SSD, Windows 11 + MS Office 21, NVIDIA MX350 2GB Graphics, 15.6 inches FHD Display Notebook Computer (Inspiron 3511, D560674WIN9S, Platinum Silver)",Dell,15.6 Inches,1920x1080,Intel,Core i5,1,8 GB,60750,3.9,https://www.amazon.in/Dell-i5-1135G7-Inspiron-3511-D560674WIN9S/dp/B09NLSPF9R/ref=sr_1_85?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-85,656
"HP 14s 11th Gen Intel Core i3- 8GB RAM/256GB SSD 14inch(35.6 cm) FHD, Micro-Edge,Anti-Glare,IPS Display/UHD Graphics/ Windows 11 Home/ Ms Office/ Alexa Built-in/ 1.46Kg/ 14s-Dy2506Tu",HP,14 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i3,1,8 GB,39990,4.2,https://www.amazon.in/HP-Micro-Edge-Anti-Glare-Display-Graphics/dp/B09MH9M5CV/ref=sr_1_89?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-89,1883
"Acer Nitro 5 Gaming Laptop Intel Core i5-11400H 11th Gen Processor (8GB/512GB SSD/GTX 1650 4GB Graphics/Windows 11 Home/RGB), AN515-57 with 15.6""(39.6cms) FHD 144Hz Display + Xbox Game Pass Ultimate",Acer,15.6 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i5,1,8 GB,58989,3.8,https://www.amazon.in/Acer-i5-11400H-Processor-Graphics-AN515-57/dp/B09X7SXPKC/ref=sr_1_90?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-90,1713
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Platinum Grey/1.85Kg), 81WE01QTIN",Lenovo,15.6 Inches,1920x1080 Pixels,Intel,Core i3,2,8 GB,37990,3.6,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81WE01QTIN/dp/B0BDRZ1SR6/ref=sr_1_91?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-91,1182
"HP 15s, 12th Gen Intel Core i5, 8GB RAM/512GB SSD 15.6-inch(39.6 cm) FHD,Micro-Edge, Anti-Glare Display/Win 11/ Intel Iris Xe Graphics/Dual Speakers/Fast Charge/Alexa Built-in/MSO 2021, 15s-fy5001TU",HP,15.6 Inches,1920x1080 Pixels,Intel,Core i5,1,8 GB,58989,3.9,https://www.amazon.in/HP-15-6-inch-Micro-Edge-Anti-Glare-15s-fy5001TU/dp/B0B2PB84M9/ref=sr_1_93?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-93,1784
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/2Yr Warranty/Arctic Grey/1.65Kg), 82KU017KIN",Lenovo,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 5,6,8 GB,46019,4.2,https://www.amazon.in/Lenovo-Ideapad-Keyboard-Warranty-82KU017KIN/dp/B09MM58Y7Q/ref=sr_1_94?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-94,1730
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K10198IN",Lenovo,15.6 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i5,4,8 GB,57290,4,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82K10198IN/dp/B0B4JQ9X9C/ref=sr_1_95?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-95,1347
"Lenovo E41-55 14inch Laptop, AMD ATHLON Gold A3150U Processor, 4GB RAM, 256GB SSD, DOS, 1 Year Warranty, 82FJ00AGIH",Lenovo,14 Inches,NA,Intel,Athlon Silver 3050U,1,4 GB,23300,4.5,https://www.amazon.in/Lenovo-E41-55-Processor-Warranty-82FJ00AGIH/dp/B0B65NN833/ref=sr_1_97?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-97,2219
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIA GeForce RTX 3050, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",ASUS,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,8,8 GB,77900,3.6,https://www.amazon.in/ASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-Battery-FA506ICB-HN005W/dp/B09ZXVY6NR/ref=sr_1_98?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-98,2025
"ASUS VivoBook 15, 15.6-inch (39.62 cms) FHD, Intel Core i3-1005G1 10th Gen, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/integrated Graphics/Fingerprint/Silver/1.8 kg), X515JA-EJ382WS",ASUS,15.6 Inches,1920 x 1080 Pixels,Intel,Core i3,2,8 GB,36890,4.1,https://www.amazon.in/ASUS-15-6-inch-integrated-Fingerprint-X515JA-EJ382WS/dp/B0BB7Z26Y1/ref=sr_1_99?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-99,1099
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021/Backlit/Shadow Black/2.25Kg),82K1019BIN",Lenovo,15.6 Inches,1920x1080 Pixels,Intel,Core i5,4,16 GB,73490,4.6,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82K1019BIN/dp/B0B61B59T5/ref=sr_1_100?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-100,416
Acer Aspire 3 Intel Core i5 11th Gen (8 GB/512GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-58 with 15.6-inch (39.6 cms) Full HD Display Laptop,Acer,15.6 Inches,1920 x 1080 Pixels,Intel,Core i5,1,8 GB,44799,3.7,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTk2MTMzNTE4MjA3NjA0OjE2NjgxNzA4OTA6c3BfYnRmOjIwMDc5Nzk2MDgxNjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FAcer-Generation-i5-1135G7-15-6-inch-Computer%2Fdp%2FB09X9MMYKM%2Fref%3Dsr_1_102_sspa%3Fcrid%3D21X0ZDNORCOI%26keywords%3Dlaptop%26qid%3D1668170890%26qu%3DeyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%253D%253D%26refinements%3Dp_n_feature_twenty-three_browse-bin%253A27387161031%257C27387168031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dcomputers%26sprefix%3Dlaptop%252Caps%252C232%26sr%3D1-102-spons%26psc%3D1,526
